order_id,product_category,price_inr,discount_pct,payment_method,customer_tenure_days,num_previous_orders,num_previous_returns,delivery_distance_km,delivery_days,is_weekend_order,customer_rating,returned
724,Beauty,2437.0,21.558783175726365,COD,130,4,1.0,456.0,4.0,1,,0
725,Apparel,574.0,42.90511333684423,Prepaid_Card,584,11,3.0,46.1,7.0,1,2.0,0
726,Apparel,625.0,2.316023537478088,COD,863,21,4.0,318.6,7.0,1,2.0,0
727,Apparel,1968.0,9.189193462569003,COD,87,0,0.0,122.5,6.0,0,4.0,0
728,Apparel,1594.0,34.91131971873002,COD,1187,26,0.0,392.9,6.0,0,,0
729,Electronics,20300.0,23.1633221986963,Prepaid_UPI,157,0,0.0,580.3,2.0,1,2.0,0
730,Electronics,29627.0,24.267323947368467,Prepaid_Card,132,2,0.0,210.3,2.0,1,1.0,0
731,Apparel,2083.0,37.33453523038491,Prepaid_UPI,96,2,0.0,159.4,2.0,1,3.0,0
732,Apparel,579.0,10.088969473025612,Prepaid_Card,193,3,1.0,191.8,2.0,0,5.0,0
733,Apparel,839.0,14.209971548536068,Prepaid_UPI,292,5,1.0,221.8,5.0,0,1.0,0
734,Electronics,38881.0,12.360372002997421,Prepaid_UPI,1336,32,2.0,312.5,7.0,0,2.0,0
735,Apparel,1805.0,16.77695428996656,COD,380,13,1.0,72.2,7.0,1,,0
736,Home,7956.0,42.09283127421517,Wallet,53,2,0.0,103.1,1.0,1,1.0,0
737,Apparel,965.0,0.0,COD,529,10,0.0,246.8,4.0,1,5.0,0
738,Apparel,2101.0,4.086717836348903,Prepaid_Card,64,2,0.0,226.2,4.0,0,3.0,0
739,Electronics,16254.0,1.514753990602312,Prepaid_UPI,459,9,2.0,98.3,1.0,1,,0
740,Electronics,32521.0,43.02540926028952,COD,128,5,0.0,443.5,6.0,1,1.0,0
741,Apparel,1989.0,12.784000979503551,Prepaid_Card,158,4,1.0,146.0,6.0,1,1.0,0
742,Apparel,707.0,17.09989530872502,COD,194,1,0.0,650.6,3.0,0,2.0,0
743,Footwear,1323.0,0.0,COD,536,14,2.0,305.4,4.0,0,2.0,0
744,Apparel,1446.0,18.064209457511218,COD,210,7,2.0,374.5,5.0,1,2.0,0
745,Electronics,38160.0,34.9978258126295,COD,1310,32,4.0,266.8,5.0,0,3.0,1
746,Electronics,4658.0,25.794355724094448,COD,157,2,0.0,160.4,3.0,1,,0
747,Electronics,38469.0,20.38203923052062,Prepaid_Card,41,2,0.0,261.0,3.0,1,5.0,0
748,Electronics,16229.0,0.0,Prepaid_Card,1004,20,1.0,203.9,2.0,1,1.0,0
749,Footwear,2125.0,17.080718690380422,Prepaid_Card,876,19,3.0,82.9,8.0,0,4.0,0
750,Footwear,1859.0,24.20372145888823,Prepaid_UPI,169,5,1.0,84.6,7.0,1,2.0,1
751,Apparel,2041.0,7.122627144500429,COD,29,0,0.0,182.8,2.0,1,2.0,0
752,Electronics,6929.0,31.82336736966822,COD,87,3,1.0,317.6,3.0,0,,0
753,Apparel,1434.0,35.27602819967605,Prepaid_UPI,322,7,1.0,182.6,2.0,0,4.0,0
754,Electronics,7687.0,14.07026937018857,Wallet,179,3,0.0,186.4,1.0,1,4.0,0
755,Home,7450.0,32.88748290657556,Prepaid_Card,1125,28,1.0,323.9,9.0,1,4.0,0
756,Apparel,1836.0,20.353906037739502,COD,450,10,3.0,181.0,3.0,0,,0
757,Electronics,11441.0,39.207069723682196,Prepaid_UPI,181,4,0.0,793.8,6.0,0,5.0,0
758,Beauty,850.0,52.51225990087121,Prepaid_UPI,12,0,0.0,145.8,4.0,0,4.0,0
759,Apparel,1087.0,5.595017771001299,COD,2013,46,5.0,390.0,4.0,0,,0
760,Electronics,18957.0,33.54226605319999,COD,218,4,0.0,245.2,4.0,1,3.0,0
761,Home,6594.0,41.574468492440914,COD,676,17,3.0,1086.7,5.0,1,4.0,1
762,Apparel,1416.0,7.439794894722514,Prepaid_Card,105,0,0.0,172.6,4.0,0,3.0,0
763,Apparel,1170.0,13.373189976720099,Wallet,28,1,0.0,354.3,6.0,1,4.0,0
764,Apparel,1695.0,13.204343526561942,Prepaid_UPI,71,0,0.0,224.1,7.0,0,3.0,1
765,Beauty,1226.0,20.00828142195817,COD,668,16,3.0,42.0,3.0,0,,0
766,Apparel,631.0,16.654517406690676,Prepaid_Card,51,1,0.0,237.9,5.0,1,3.0,0
767,Apparel,593.0,19.025731179173768,Prepaid_UPI,1019,23,1.0,171.7,1.0,1,4.0,0
768,Apparel,987.0,34.56982492417253,Prepaid_Card,653,13,0.0,275.4,3.0,1,,0
769,Apparel,1485.0,0.0,Prepaid_UPI,344,6,1.0,140.2,5.0,0,5.0,0
770,Home,1338.0,7.391598675379361,COD,86,1,0.0,32.0,4.0,1,3.0,0
771,Apparel,1390.0,32.048921143148,COD,56,2,0.0,555.3,4.0,1,4.0,0
772,Home,2376.0,30.291642229313116,Prepaid_Card,120,4,0.0,152.9,6.0,0,2.0,1
773,Home,5655.0,6.121867089499142,Prepaid_Card,387,9,0.0,380.9,6.0,1,1.0,0
774,Footwear,613.0,30.39552925455504,Wallet,225,3,1.0,213.6,1.0,1,2.0,1
775,Apparel,1244.0,41.903004352296634,Prepaid_Card,254,9,2.0,272.6,5.0,1,4.0,1
776,Footwear,709.0,21.264602283017354,COD,576,13,4.0,258.1,4.0,1,1.0,1
777,Home,2845.0,6.8805846690417045,COD,162,2,0.0,181.1,3.0,0,1.0,0
778,Apparel,428.0,35.12431384471371,Prepaid_Card,327,8,0.0,239.0,8.0,1,2.0,0
779,Footwear,2376.0,47.8456814645631,COD,103,3,1.0,368.1,1.0,1,5.0,0
780,Footwear,3568.0,8.707895448406532,Prepaid_UPI,193,4,1.0,245.3,4.0,1,3.0,1
781,Apparel,580.0,22.588781109250505,COD,10,0,0.0,412.2,8.0,1,1.0,1
782,Beauty,1878.0,38.35233452330531,COD,10,2,0.0,171.3,5.0,1,,1
783,Electronics,26788.0,23.730380724447794,Prepaid_Card,43,4,1.0,224.0,2.0,0,3.0,0
784,Home,4185.0,0.0,COD,84,0,0.0,104.3,4.0,1,3.0,0
785,Beauty,1559.0,28.651265781786975,Prepaid_Card,22,3,0.0,287.1,8.0,1,2.0,0
786,Electronics,15912.0,7.317870455156514,Prepaid_Card,413,9,2.0,212.8,7.0,1,4.0,0
787,Footwear,3341.0,2.9391610150897947,Prepaid_Card,746,17,1.0,255.1,3.0,1,5.0,1
788,Apparel,1803.0,0.0,Prepaid_UPI,7,3,1.0,536.1,8.0,1,4.0,0
789,Footwear,3613.0,39.85610939748521,Prepaid_UPI,761,12,1.0,215.6,6.0,0,1.0,1
790,Home,2375.0,9.479330214738606,Prepaid_UPI,2,2,0.0,499.7,1.0,0,2.0,0
791,Apparel,1577.0,27.00004270371808,COD,76,4,1.0,131.4,4.0,0,5.0,0
792,Electronics,7687.0,30.684316458691043,COD,956,20,0.0,141.4,9.0,0,3.0,0
793,Apparel,1292.0,24.427284847227998,Prepaid_UPI,229,2,0.0,134.9,4.0,1,4.0,0
794,Apparel,405.0,26.448561699609574,Prepaid_Card,5,3,1.0,95.3,8.0,0,2.0,0
795,Apparel,748.0,27.71572131099245,Prepaid_Card,590,10,2.0,246.1,1.0,0,3.0,0
796,Electronics,28870.0,24.071465299680906,Prepaid_Card,182,5,0.0,315.4,2.0,1,1.0,1
797,Apparel,1974.0,10.597607285259642,Prepaid_UPI,400,11,3.0,673.1,7.0,0,2.0,0
798,Apparel,488.0,9.25994256772616,COD,508,12,2.0,209.8,6.0,0,5.0,0
799,Footwear,2734.0,20.425276837361107,Prepaid_Card,143,4,0.0,523.1,4.0,0,5.0,1
800,Home,5203.0,20.107539279264753,COD,1715,38,3.0,108.5,6.0,0,5.0,0
801,Footwear,4230.0,28.43979598639862,COD,70,2,0.0,145.5,3.0,1,4.0,0
802,Apparel,1579.0,38.52475100747739,Prepaid_UPI,1311,28,1.0,203.5,2.0,0,1.0,0
803,Footwear,912.0,27.158580408542356,Prepaid_Card,606,12,4.0,112.8,5.0,1,2.0,1
804,Home,1430.0,9.836744213242586,COD,53,1,0.0,263.3,4.0,1,,0
805,Apparel,1544.0,0.0,Prepaid_UPI,3,0,0.0,90.3,5.0,0,,1
806,Apparel,788.0,10.465941911810143,Prepaid_UPI,98,3,0.0,232.9,5.0,1,5.0,0
807,Home,7448.0,1.8326445771021156,Prepaid_Card,52,0,0.0,223.4,4.0,1,4.0,0
808,Apparel,2057.0,11.044416964588015,Wallet,21,1,0.0,287.2,9.0,0,1.0,0
809,Electronics,42751.0,25.63415483297817,Prepaid_Card,512,12,1.0,497.6,2.0,0,3.0,0
810,Beauty,838.0,23.26585761758014,Prepaid_UPI,586,11,2.0,147.9,5.0,0,2.0,0
811,Apparel,1691.0,49.87266425407315,COD,27,0,0.0,606.2,4.0,0,5.0,0
812,Apparel,1593.0,29.24622328123279,COD,54,0,0.0,414.1,5.0,1,2.0,0
813,Beauty,234.0,50.63750924972053,COD,755,18,5.0,285.2,5.0,0,,1
814,Home,2345.0,32.7270910598489,COD,249,6,1.0,92.2,7.0,1,3.0,0
815,Apparel,772.0,38.28560114957552,Prepaid_Card,835,16,2.0,259.7,5.0,1,1.0,0
816,Footwear,1983.0,16.616465925685624,COD,34,1,0.0,104.8,3.0,1,1.0,0
817,Footwear,4312.0,5.882360750060624,Prepaid_Card,937,21,1.0,332.9,2.0,0,2.0,0
818,Electronics,38237.0,15.265601637986805,COD,166,4,0.0,173.9,3.0,1,1.0,0
819,Home,2559.0,21.821957039830018,COD,225,3,0.0,465.0,3.0,1,1.0,0
820,Apparel,1354.0,12.577616739924682,Wallet,171,4,0.0,475.6,6.0,1,1.0,0
821,Apparel,746.0,6.98286363293723,Prepaid_Card,2,2,1.0,349.3,4.0,1,5.0,0
822,Home,2436.0,28.252565386311392,Wallet,53,2,0.0,116.4,5.0,0,5.0,0
823,Apparel,517.0,6.919042507041215,Prepaid_Card,158,4,0.0,190.7,1.0,0,5.0,0
824,Home,5248.0,0.0,COD,117,6,1.0,477.0,4.0,1,1.0,0
825,Footwear,3128.0,5.168708291536063,Prepaid_Card,501,11,1.0,826.2,6.0,1,1.0,0
826,Apparel,1909.0,18.484667676051274,Prepaid_Card,79,0,0.0,165.9,7.0,0,2.0,0
827,Home,7011.0,7.1362133835321515,COD,780,16,5.0,261.2,1.0,1,4.0,0
828,Apparel,688.0,18.57865145022235,Prepaid_UPI,25,1,0.0,168.8,8.0,0,4.0,0
829,Footwear,3472.0,31.00666457918815,Prepaid_Card,161,1,0.0,121.6,8.0,0,3.0,0
830,Apparel,642.0,30.61664570295026,Prepaid_UPI,611,13,1.0,139.4,7.0,0,4.0,1
831,Home,3178.0,12.087611363660335,Prepaid_Card,55,2,0.0,228.2,7.0,0,5.0,0
832,Home,4270.0,2.4408761944157575,Prepaid_Card,931,23,2.0,70.3,4.0,0,1.0,0
833,Electronics,3367.0,13.365648022761889,COD,285,3,0.0,425.2,3.0,0,2.0,0
834,Home,1507.0,31.834672146753256,Wallet,749,17,2.0,199.8,5.0,0,3.0,0
835,Footwear,1584.0,35.33794343566852,COD,210,5,0.0,273.1,5.0,1,2.0,0
836,Home,1282.0,27.293348815500295,COD,302,7,1.0,267.7,3.0,0,3.0,0
837,Footwear,4236.0,40.0215407649313,COD,322,7,1.0,202.5,6.0,0,1.0,0
838,Beauty,828.0,47.938031794290595,Prepaid_Card,286,6,2.0,162.8,8.0,1,,0
839,Electronics,23151.0,14.751581078057082,Wallet,203,7,1.0,150.7,6.0,0,1.0,0
840,Electronics,44848.0,44.29844880979735,Prepaid_UPI,521,14,1.0,410.9,5.0,1,5.0,0
841,Apparel,1420.0,18.091757188123843,Prepaid_UPI,751,21,3.0,92.6,1.0,1,4.0,1
842,Footwear,2146.0,37.29773045890096,Wallet,301,7,0.0,347.9,1.0,1,5.0,0
843,Electronics,41925.0,32.62858703009143,Prepaid_UPI,731,15,3.0,359.7,4.0,1,5.0,0
844,Electronics,10945.0,0.0,COD,280,4,0.0,148.6,6.0,1,2.0,1
845,Apparel,723.0,7.506592976098146,Prepaid_Card,761,16,3.0,178.7,1.0,1,4.0,0
846,Footwear,2641.0,3.6806812553446306,COD,148,5,2.0,281.9,5.0,1,2.0,1
847,Electronics,19916.0,0.0,COD,161,5,0.0,268.9,6.0,1,4.0,1
848,Home,6437.0,35.18972475093484,COD,256,7,0.0,409.6,4.0,0,,0
849,Apparel,476.0,53.031577826800984,COD,19,0,0.0,365.6,3.0,0,,1
850,Beauty,1602.0,18.134912429514202,Wallet,885,18,2.0,139.1,1.0,0,5.0,1
851,Apparel,1679.0,34.81234998049569,Wallet,408,13,1.0,466.7,6.0,0,3.0,0
852,Apparel,2149.0,44.269379765361165,COD,257,4,1.0,174.4,3.0,1,4.0,1
853,Footwear,1083.0,25.124975502741396,Prepaid_UPI,10,3,1.0,90.0,8.0,0,1.0,0
854,Beauty,729.0,21.620304026274404,COD,389,9,1.0,73.0,5.0,1,,0
855,Apparel,2078.0,18.314681083868617,COD,4,0,0.0,340.8,5.0,0,3.0,0
856,Electronics,28822.0,30.063383233074607,COD,44,0,0.0,713.7,6.0,0,,1
857,Footwear,652.0,35.12041075048871,COD,314,6,0.0,132.7,4.0,1,2.0,1
858,Footwear,809.0,28.92707359058771,COD,51,2,0.0,65.8,6.0,1,2.0,0
859,Electronics,35602.0,28.411946137253004,COD,111,1,0.0,321.8,3.0,1,4.0,0
860,Electronics,26055.0,21.231956481880676,COD,540,15,1.0,112.8,3.0,0,5.0,0
861,Footwear,2762.0,0.0,COD,2500,55,5.0,384.5,2.0,1,,1
862,Footwear,4019.0,35.465745831348954,Wallet,378,10,2.0,203.7,3.0,0,5.0,0
863,Footwear,1464.0,2.730623205777281,COD,624,15,2.0,139.6,9.0,0,3.0,0
864,Home,1535.0,31.290784631287323,COD,125,6,0.0,209.3,3.0,1,,0
865,Apparel,1505.0,33.336049749894315,Prepaid_Card,147,2,0.0,527.4,6.0,0,5.0,0
866,Beauty,2224.0,4.893518432639105,COD,722,16,0.0,62.1,4.0,1,3.0,0
867,Footwear,1561.0,12.88298814092268,Prepaid_Card,416,6,0.0,394.0,2.0,1,5.0,0
868,Footwear,3225.0,53.82211827084617,COD,1004,23,0.0,416.0,6.0,0,5.0,0
869,Apparel,674.0,20.807766431959276,Prepaid_Card,173,6,1.0,175.4,3.0,1,4.0,0
870,Apparel,709.0,3.6967948684822183,Prepaid_Card,201,5,1.0,333.0,4.0,0,1.0,1
871,Footwear,4106.0,34.01318859569561,Prepaid_UPI,475,15,2.0,281.0,7.0,0,3.0,0
872,Apparel,612.0,10.409871916402285,Prepaid_Card,212,6,2.0,413.5,4.0,1,2.0,0
873,Beauty,207.0,0.0,Prepaid_Card,40,0,0.0,210.3,5.0,0,1.0,1
874,Electronics,35142.0,29.796543220697004,COD,921,21,3.0,86.2,4.0,0,1.0,0
875,Home,3091.0,8.250732763253072,COD,586,10,2.0,482.8,4.0,1,5.0,0
876,Footwear,2087.0,26.817825133336573,Prepaid_Card,23,0,0.0,144.8,2.0,1,2.0,1
877,Electronics,36234.0,9.809649428464537,COD,372,6,0.0,173.0,6.0,0,,1
878,Apparel,724.0,32.60806291404527,COD,304,7,1.0,197.0,5.0,1,4.0,1
879,Home,5308.0,24.752474869089035,Prepaid_UPI,839,19,1.0,447.6,6.0,1,4.0,0
880,Home,2714.0,0.0,COD,182,6,1.0,650.5,5.0,0,,0
881,Electronics,5767.0,27.730188110568818,COD,50,1,0.0,185.3,7.0,1,3.0,0
882,Home,5594.0,17.65403007354415,Prepaid_Card,411,7,1.0,190.0,5.0,1,3.0,0
883,Beauty,899.0,43.25076463286208,COD,277,9,4.0,274.4,8.0,0,5.0,1
884,Electronics,39157.0,27.92811773523777,Prepaid_UPI,162,0,0.0,119.0,3.0,0,3.0,1
885,Apparel,2054.0,33.342367656295224,Wallet,2500,56,4.0,323.5,3.0,0,1.0,1
886,Electronics,38388.0,11.341887984686124,Wallet,372,9,1.0,325.3,8.0,0,1.0,0
887,Electronics,15319.0,10.14898373773055,Prepaid_Card,168,4,0.0,279.0,6.0,0,4.0,0
888,Apparel,826.0,21.615260034091524,COD,100,3,1.0,92.2,9.0,1,1.0,0
889,Apparel,2007.0,16.59075809809226,Prepaid_Card,912,20,2.0,636.6,6.0,1,5.0,1
890,Home,3788.0,42.07013578315122,Prepaid_Card,25,2,0.0,340.4,4.0,1,1.0,0
891,Electronics,32199.0,19.700214119150086,Prepaid_Card,741,15,1.0,586.6,9.0,1,4.0,1
892,Beauty,2094.0,3.6276737502440746,COD,49,0,0.0,102.3,1.0,1,5.0,0
893,Apparel,900.0,9.586286294670089,COD,31,1,0.0,130.9,6.0,1,1.0,0
894,Apparel,614.0,36.47576626921007,COD,209,3,1.0,151.5,1.0,1,1.0,1
895,Footwear,2999.0,19.491139836056096,COD,376,7,3.0,654.7,8.0,0,,1
896,Footwear,2861.0,18.68932348075358,COD,1107,27,7.0,266.9,2.0,1,2.0,1
897,Apparel,886.0,37.90281353826694,Wallet,83,5,1.0,232.8,4.0,1,2.0,0
898,Apparel,1452.0,8.278552167016874,COD,3,2,0.0,40.2,2.0,0,,0
899,Apparel,1823.0,0.0,Prepaid_Card,15,2,1.0,188.9,6.0,0,2.0,1
900,Electronics,16530.0,9.207000304650366,Wallet,161,4,0.0,211.3,4.0,0,3.0,0
901,Electronics,11814.0,25.63133632819512,COD,159,6,1.0,286.1,8.0,0,,0
902,Apparel,1705.0,18.257327194928656,Prepaid_Card,223,6,0.0,660.7,3.0,1,4.0,0
903,Apparel,1815.0,0.0,Prepaid_UPI,51,5,2.0,519.7,2.0,0,1.0,0
904,Electronics,42998.0,37.240892970273265,COD,686,13,1.0,203.3,3.0,1,3.0,0
905,Beauty,497.0,24.452454191266728,Prepaid_Card,208,6,2.0,127.4,8.0,1,3.0,0
906,Home,7147.0,27.83522042070238,Prepaid_UPI,32,0,0.0,201.0,7.0,1,3.0,0
907,Electronics,34711.0,28.294153896750554,Prepaid_UPI,709,17,2.0,252.2,7.0,0,2.0,0
908,Apparel,1663.0,2.522136312251572,Prepaid_UPI,162,0,0.0,332.9,3.0,0,4.0,0
909,Apparel,963.0,26.543183746442363,Wallet,338,5,0.0,21.9,2.0,1,2.0,1
910,Apparel,440.0,35.61180674803009,COD,953,19,3.0,203.1,8.0,1,,0
911,Footwear,2530.0,39.10465345555981,Prepaid_UPI,270,7,3.0,212.8,1.0,1,1.0,0
912,Footwear,1643.0,32.81894987519429,Prepaid_Card,3,1,0.0,199.5,5.0,0,3.0,0
913,Beauty,831.0,29.696944878880373,Prepaid_UPI,3,5,1.0,658.0,3.0,0,3.0,1
914,Beauty,2329.0,0.0,Prepaid_UPI,2317,51,5.0,220.3,5.0,0,3.0,0
915,Beauty,509.0,21.77598020833794,Prepaid_UPI,207,6,1.0,239.5,1.0,1,2.0,0
916,Beauty,2345.0,7.651384758453304,Prepaid_UPI,157,4,1.0,614.1,6.0,0,2.0,0
917,Apparel,1307.0,41.23251822919538,COD,17,2,0.0,515.1,8.0,0,4.0,0
918,Apparel,1909.0,38.95569238565575,Prepaid_Card,231,5,1.0,473.6,7.0,1,5.0,0
919,Apparel,910.0,7.7420678391971,COD,418,11,3.0,278.6,2.0,1,4.0,1
920,Home,5181.0,21.310327244409766,Prepaid_Card,1463,30,1.0,181.0,5.0,1,5.0,0
921,Apparel,1402.0,25.727641652606607,Prepaid_UPI,7,0,0.0,125.0,4.0,0,3.0,0
922,Footwear,4197.0,35.511868862335504,Prepaid_UPI,347,9,1.0,415.5,4.0,1,4.0,0
923,Home,1681.0,0.0,Prepaid_Card,228,1,0.0,583.9,8.0,1,2.0,0
924,Home,1875.0,0.0,Prepaid_Card,84,4,2.0,333.3,4.0,0,4.0,0
925,Apparel,2108.0,22.572227662612324,COD,128,2,0.0,111.4,6.0,1,3.0,1
926,Apparel,576.0,0.0,COD,552,10,0.0,266.1,1.0,0,5.0,0
927,Apparel,1542.0,24.378586147180965,COD,385,14,0.0,465.3,5.0,1,3.0,1
928,Footwear,742.0,30.88311660374113,Wallet,89,2,0.0,133.7,7.0,0,2.0,1
929,Home,893.0,40.541198624916596,COD,233,5,0.0,138.1,4.0,1,3.0,0
930,Footwear,2889.0,12.66147623116011,Wallet,64,3,0.0,319.1,6.0,0,3.0,0
931,Apparel,1392.0,24.417724692027345,COD,437,11,2.0,336.1,3.0,1,1.0,1
932,Electronics,26299.0,31.772647594904864,Prepaid_UPI,59,4,0.0,310.8,3.0,0,2.0,0
933,Electronics,21946.0,4.364199873784639,Prepaid_Card,372,6,0.0,498.4,4.0,0,3.0,0
934,Footwear,3469.0,35.73021696627397,Prepaid_UPI,202,6,1.0,236.9,3.0,1,5.0,0
935,Footwear,4469.0,26.11513487841475,Prepaid_Card,287,6,1.0,172.0,6.0,1,3.0,0
936,Apparel,896.0,12.918305039412848,Prepaid_UPI,596,11,2.0,397.0,7.0,1,4.0,1
937,Beauty,910.0,24.120708583383944,Wallet,440,10,1.0,737.3,6.0,0,2.0,0
938,Apparel,981.0,19.90998272230391,Prepaid_Card,233,2,0.0,179.4,1.0,1,3.0,0
939,Footwear,3553.0,33.70110925371797,COD,4,2,0.0,366.0,4.0,0,5.0,0
940,Apparel,1026.0,16.593098647796012,COD,412,9,3.0,534.6,6.0,0,3.0,1
941,Apparel,1618.0,25.406357400682893,Prepaid_UPI,633,13,1.0,291.9,4.0,0,4.0,0
942,Footwear,2284.0,12.68602572770031,Prepaid_Card,820,18,2.0,114.5,4.0,0,3.0,0
943,Apparel,1494.0,7.932357419624012,Prepaid_Card,297,6,1.0,296.5,7.0,1,5.0,0
944,Electronics,37511.0,24.572991878647727,Prepaid_Card,20,3,0.0,325.6,7.0,1,2.0,0
945,Electronics,23716.0,8.548484994721457,COD,188,2,0.0,207.2,6.0,1,3.0,0
946,Apparel,1255.0,34.00870437173235,Prepaid_UPI,72,1,0.0,203.4,1.0,1,3.0,0
947,Home,2356.0,30.883487982656856,Prepaid_UPI,62,1,0.0,94.7,2.0,1,2.0,0
948,Footwear,2564.0,10.523283154841694,Prepaid_UPI,640,12,4.0,153.9,5.0,0,2.0,0
949,Footwear,1550.0,25.206706478097733,Prepaid_UPI,6,0,0.0,167.0,1.0,1,3.0,0
950,Electronics,38148.0,10.454501494989751,Prepaid_UPI,106,1,0.0,138.2,8.0,1,,0
951,Electronics,18232.0,0.0,Prepaid_Card,49,0,0.0,229.0,5.0,1,2.0,0
952,Apparel,632.0,13.041622488294449,Wallet,535,13,0.0,431.4,3.0,0,1.0,0
953,Apparel,832.0,21.245247560909345,COD,1144,29,0.0,162.7,3.0,0,4.0,0
954,Apparel,1362.0,29.821130873703,Prepaid_Card,131,3,1.0,558.7,7.0,0,1.0,1
955,Beauty,2303.0,24.242198957055084,Prepaid_UPI,174,4,2.0,315.2,2.0,1,3.0,0
956,Footwear,1702.0,35.61511922542343,Prepaid_Card,72,1,0.0,877.7,1.0,0,3.0,0
957,Footwear,1558.0,7.282507428751387,COD,541,11,2.0,368.6,2.0,1,1.0,1
958,Electronics,19007.0,16.3495241813176,Prepaid_Card,627,16,4.0,81.6,5.0,0,,0
959,Electronics,43588.0,46.66550052649488,COD,347,8,1.0,503.2,8.0,1,,0
960,Electronics,38221.0,0.0,Wallet,99,0,0.0,57.6,7.0,0,2.0,0
961,Electronics,7755.0,15.220685411110082,COD,75,4,1.0,63.4,4.0,0,5.0,0
962,Electronics,28082.0,5.9275907835602695,COD,368,10,1.0,71.0,5.0,0,,0
963,Apparel,1825.0,19.069023936188817,Prepaid_Card,796,19,1.0,431.4,5.0,0,2.0,1
964,Apparel,1782.0,15.483287688458251,COD,2500,50,3.0,686.9,5.0,1,1.0,0
965,Beauty,1299.0,31.032331571351243,COD,640,14,4.0,688.3,1.0,0,1.0,0
966,Electronics,33254.0,25.832809891142574,Prepaid_Card,445,12,3.0,297.3,4.0,1,2.0,0
967,Beauty,1521.0,2.4157364213457946,Prepaid_Card,152,4,1.0,201.5,6.0,1,2.0,0
968,Apparel,763.0,13.177568902313691,COD,249,6,0.0,234.1,9.0,1,,0
969,Home,732.0,21.998244263114703,Prepaid_Card,557,14,0.0,236.8,5.0,1,1.0,0
970,Apparel,1065.0,33.09071326058521,Prepaid_Card,1980,44,2.0,261.9,7.0,0,5.0,0
971,Apparel,511.0,58.4943442701989,Prepaid_UPI,324,10,2.0,148.9,6.0,0,3.0,1
972,Apparel,1111.0,32.54193683433125,COD,216,5,1.0,254.7,4.0,1,2.0,1
973,Apparel,1892.0,6.8125011917577165,COD,272,6,0.0,180.2,2.0,1,1.0,1
974,Beauty,2134.0,20.59232116901205,Wallet,206,6,1.0,138.1,7.0,0,1.0,0
975,Electronics,2692.0,24.714642925507135,Prepaid_Card,208,4,0.0,569.8,9.0,0,1.0,1
976,Home,835.0,14.209136944847183,COD,114,0,0.0,334.9,4.0,1,4.0,1
977,Electronics,30540.0,29.053867089018155,Prepaid_UPI,198,4,1.0,332.1,7.0,1,1.0,0
978,Electronics,23100.0,0.0,COD,325,8,1.0,265.8,5.0,0,5.0,0
979,Electronics,7742.0,30.29724431991999,Prepaid_UPI,309,9,2.0,149.1,1.0,0,1.0,0
980,Apparel,1850.0,14.85418866354291,Prepaid_UPI,192,6,1.0,250.8,5.0,1,5.0,0
981,Beauty,659.0,20.35442152456713,Wallet,374,8,0.0,673.7,3.0,0,2.0,0
982,Footwear,813.0,43.9858440853975,Wallet,126,2,0.0,335.5,5.0,0,3.0,0
983,Footwear,3498.0,3.0772423658661694,COD,56,0,0.0,228.1,5.0,1,4.0,0
984,Electronics,27836.0,26.090789179057456,Prepaid_UPI,111,3,0.0,308.6,3.0,1,1.0,0
985,Apparel,1110.0,33.908823685096706,COD,244,2,0.0,199.4,2.0,1,1.0,0
986,Beauty,1778.0,24.55504687429451,Prepaid_Card,318,7,2.0,193.0,3.0,1,4.0,0
987,Electronics,41118.0,0.0,Prepaid_Card,149,9,4.0,444.6,8.0,1,3.0,1
988,Apparel,462.0,42.25594940951991,COD,636,11,1.0,266.6,2.0,1,5.0,0
989,Electronics,28692.0,18.82968924390466,COD,276,6,2.0,344.3,6.0,1,3.0,1
990,Footwear,1373.0,14.086887248829573,COD,676,16,2.0,257.9,6.0,0,3.0,0
991,Home,3951.0,17.342756767106206,COD,664,16,1.0,387.2,3.0,0,,0
992,Footwear,2196.0,16.267804134916247,COD,734,14,5.0,191.4,3.0,0,2.0,0
993,Footwear,2060.0,4.147304908753355,Wallet,368,9,1.0,212.1,6.0,0,5.0,1
994,Apparel,743.0,24.474258791159777,Prepaid_Card,633,13,2.0,638.2,4.0,0,2.0,0
995,Beauty,2036.0,13.041504881289988,Prepaid_UPI,1701,35,1.0,70.7,3.0,1,5.0,0
996,Electronics,17823.0,32.06332408224744,Prepaid_UPI,492,13,1.0,381.2,6.0,0,3.0,0
997,Home,7131.0,29.763932404227702,Prepaid_UPI,28,2,0.0,281.8,8.0,1,4.0,1
998,Apparel,1038.0,46.38504117645715,COD,82,0,0.0,218.9,7.0,0,2.0,0
999,Beauty,2123.0,18.82550284940979,Prepaid_UPI,795,17,2.0,152.5,5.0,0,2.0,0
1000,Apparel,1380.0,9.951253734327754,Prepaid_UPI,95,1,0.0,488.6,1.0,1,3.0,1
1001,Apparel,1094.0,0.0,Prepaid_UPI,60,0,0.0,683.1,4.0,0,4.0,1
1002,Electronics,32037.0,54.90015079112219,Wallet,290,8,0.0,210.3,2.0,0,5.0,0
1003,Apparel,1816.0,31.931619947742,Prepaid_Card,584,15,0.0,360.1,4.0,1,3.0,1
1004,Apparel,1269.0,11.613701182303133,Prepaid_Card,185,3,0.0,352.1,4.0,0,3.0,1
